bu_naam;parkeren_pct;auto_pct;voet_pct;fiets_pct
Het Jeurlink;0.10;0.52;0.28;0.10
Hogenkamp en omgeving;0.12;0.58;0.26;0.04
Het Fetlaer en Spijkvoorder Enk;0.13;0.56;0.23;0.07
'n Oaln Diek;0.07;0.56;0.22;0.15
Overig Colmschate-Noord;0.00;0.78;0.03;0.19
Dorp Colmschate;0.08;0.68;0.16;0.08
Buurtschap Usselo;0.02;0.90;0.02;0.06
Dorp Haarle;0.11;0.55;0.30;0.04
Oude Molen;0.00;0.79;0.01;0.20
Buitengebied Lettele en Okkenbroek;0.01;0.86;0.02;0.11
Wolferink 1 en 4;0.09;0.62;0.28;0.02
Wolferink 2;0.09;0.58;0.30;0.03
Roessink;0.10;0.61;0.16;0.13
De Scheg;0.13;0.66;0.16;0.06
Colmschaterenk;0.13;0.55;0.22;0.10
Getfert;0.14;0.47;0.38;0.01
Veldkamp-Getfert-West;0.16;0.52;0.29;0.04
De Krim;0.02;0.81;0.07;0.10
Essenerveld;0.08;0.63;0.25;0.04
Wolferink 5;0.13;0.47;0.38;0.02
Veldmaat ten zuiden van de spoorlijn;0.01;0.81;0.10;0.08
Breecamp;0.11;0.51;0.28;0.10
Het Bramelt;0.08;0.60;0.20;0.12
Velve-Lindenhof;0.16;0.48;0.35;0.01
Gerenlanden;0.12;0.48;0.24;0.16
Bannink;0.00;1.00;0.00;0.00
Oxerhof;0.00;0.95;0.03;0.02
Dorp Diepenveen;0.05;0.71;0.21;0.03
Rande;0.01;0.82;0.07;0.10
Tjoene;0.04;0.61;0.23;0.11
Hogeland-Zuid;0.13;0.50;0.36;0.01
Gerenbroek;0.13;0.46;0.27;0.15
Dorp Schalkhaar;0.08;0.64;0.25;0.03
Noord Esmarke;0.01;0.89;0.08;0.02
Buurtschap Zuid-Esmarke;0.00;0.93;0.01;0.06
Averlo en Frieswijk;0.00;0.90;0.03;0.08
Elferink-Heuwkamp;0.11;0.56;0.28;0.04
Buurtschap Broekheurne;0.01;0.84;0.07;0.08
Dorp Bathmen;0.06;0.65;0.26;0.03
't Zwering;0.11;0.64;0.18;0.07
Ruwenbos;0.07;0.58;0.20;0.15
Stadsdennen-Noord;0.08;0.54;0.32;0.06
Halderbrink;0.08;0.62;0.23;0.08
Dortherhoek;0.00;0.92;0.00;0.08
Walhof-Roessingh;0.13;0.48;0.36;0.03
Woudhuis;0.08;0.61;0.28;0.02
Zuidloo;0.00;0.93;0.01;0.06
City;0.05;0.38;0.56;0.02
Lasonder Zeggelt;0.10;0.48;0.42;0.01
De Laares;0.14;0.52;0.34;0.00
Anklaar;0.07;0.54;0.34;0.06
Buurtschap Lonneker-West;0.06;0.86;0.05;0.04
Boekelerveld;0.01;0.96;0.02;0.02
Industriegebied West;0.12;0.69;0.13;0.06
Industriegebied Brammelo;0.05;0.90;0.05;0.00
Nieuwlande;0.01;0.99;0.00;0.00
Buurtschap Twekkelo;0.00;0.94;0.03;0.02
Haaksbergen Kern-1;0.14;0.49;0.36;0.01
Langelo ten noorden van de spoorlijn;0.00;0.94;0.06;0.00
Sint Isidorushoeve;0.00;0.98;0.00;0.02
Buurse kern;0.12;0.66;0.17;0.05
Langelo (gedeeltelijk) en Honesch;0.02;0.83;0.05;0.10
Veldmaat ten noorden van de spoorlijn;0.02;0.85;0.05;0.08
Sint Isidorushoeve kern;0.11;0.61;0.26;0.02
Haaksbergen Kern-Centrum;0.14;0.49;0.36;0.01
Ane Dorp;0.07;0.87;0.00;0.07
Buurse;0.03;0.81;0.05;0.11
Brammelo;0.00;0.94;0.00;0.06
Bergentheim Kern;0.15;0.56;0.28;0.01
Bretelerveld;0.00;0.99;0.00;0.00
Stepelo (gedeeltelijk);0.00;0.87;0.01;0.12
Bloemweg;0.06;0.53;0.35;0.06
Ane;0.00;0.99;0.00;0.01
Anerveen;0.00;0.94;0.05;0.00
Balkbrug-Zuidoost;0.11;0.66;0.23;0.00
Balkbrug-Benedenvaart;0.00;1.00;0.00;0.00
Gramsbergen Uitbreidingsplan;0.08;0.57;0.32;0.03
Anevelde;0.00;0.96;0.00;0.03
Balkbrug-Zuidwest;0.08;0.69;0.20;0.03
Dedemsvaart-Noord;0.12;0.57;0.29;0.01
Dedemsvaart-Zuidwest;0.09;0.54;0.33;0.04
De Kolonie;0.00;1.00;0.00;0.00
Reestgebied (ged.);0.04;0.84;0.03;0.09
Brucht;0.19;0.71;0.00;0.09
De Krim;0.03;0.86;0.01;0.10
Plan De Vloedkampen;0.06;0.59;0.19;0.16
Westerhuizingerveld;0.00;0.92;0.00;0.08
Industriegebied De Zegge III;0.00;0.93;0.00;0.07
De Krim-Zuid;0.13;0.49;0.33;0.04
Bergentheimerveen;0.02;0.95;0.04;0.00
Collendoorn;0.01;0.92;0.04;0.03
De Krim-Streekdorp;0.13;0.61;0.17;0.09
Dedemsvaart-Zuidoost;0.09;0.59;0.24;0.08
Rheezerend;0.06;0.89;0.03;0.02
Industriegebied Rollepaal;0.17;0.75;0.04;0.04
Marienberg Kern;0.06;0.63;0.21;0.09
Colenbranderbos;0.00;0.92;0.03;0.05
Industrieterrein IJsselmuiden;0.01;0.80;0.09;0.10
Gramsbergen Kern;0.15;0.54;0.27;0.04
Dedemsvaart;0.01;0.83;0.00;0.15
Raan-West;0.12;0.54;0.28;0.06
Ommerkanaal;0.00;0.92;0.03;0.06
Den Velde;0.00;0.99;0.00;0.00
Heemserveen;0.01;0.94;0.05;0.00
Groene Hart;0.11;0.47;0.25;0.17
Diffelen;0.03;0.79;0.10;0.08
Kloosterhaar;0.00;0.96;0.00;0.04
Loozen;0.09;0.74;0.07;0.10
Lutten Kern;0.15;0.53;0.32;0.00
Konijnenberg;0.11;0.58;0.14;0.17
Groot Lochter;0.13;0.49;0.32;0.06
Kloosterhaar Kern;0.08;0.60;0.25;0.08
Hartkamp II;0.11;0.59;0.25;0.04
Holthone;0.00;0.94;0.00;0.06
Rheeze;0.12;0.70;0.09;0.09
Binnenstad-Noord;0.16;0.46;0.37;0.01
Holtheme-De Haandrik;0.01;0.94;0.01;0.04
Oud-Lutten;0.04;0.91;0.03;0.01
Marienberg;0.02;0.84;0.04;0.10
Drostenkamp en Tijenraan;0.17;0.47;0.21;0.15
Het Overstigt;0.10;0.60;0.23;0.07
Radewijk;0.02;0.95;0.02;0.01
Jacques Veldmanbuurt;0.12;0.36;0.47;0.05
Den Dam;0.13;0.50;0.29;0.08
Rheezerveen;0.02;0.92;0.01;0.05
Schuinesloot Kern;0.05;0.75;0.14;0.05
Raan-Oost;0.10;0.53;0.29;0.08
Slagharen-Oost;0.06;0.61;0.27;0.06
Schuinesloot;0.00;0.91;0.00;0.09
Sibculo Kern;0.10;0.54;0.31;0.05
De Belt;0.31;0.65;0.04;0.00
Bloemen-Schilderswijk;0.10;0.47;0.38;0.04
Sibculo;0.03;0.85;0.02;0.10
Slagharen Kern;0.12;0.53;0.30;0.05
Bruchterveld Kern;0.15;0.51;0.34;0.00
Kampen-Zuid;0.13;0.51;0.36;0.01
Slagharen-West;0.20;0.75;0.02;0.03
Venebrugge;0.00;0.99;0.00;0.01
Heino-Oost;0.11;0.56;0.28;0.06
Overig Stad Hardenberg;0.17;0.52;0.29;0.03
Heino-Noord;0.07;0.88;0.03;0.02
Kern Ommen - Alteveer wonen 1-4;0.10;0.60;0.27;0.03
Staphorst plan-Oost;0.18;0.56;0.18;0.08
Marslanden;0.14;0.67;0.13;0.06
't Loo;0.05;0.69;0.21;0.06
Industriegebied;0.10;0.75;0.05;0.10
Norden en Hazenbos;0.13;0.58;0.23;0.06
Heemse-West Heemserbos;0.18;0.56;0.24;0.02
Baalder;0.10;0.58;0.22;0.10
Heemse-Oost Heemsermars;0.13;0.57;0.27;0.03
Kern Ommen - Alteveer Bedrijven;0.10;0.84;0.06;0.00
Limmen Centrum;0.14;0.52;0.31;0.03
Baalderveld;0.13;0.50;0.29;0.09
Nijverdal Oost;0.06;0.66;0.18;0.10
Boxtel-Noord;0.08;0.47;0.41;0.04
De Blenke;0.15;0.50;0.33;0.02
Gagelman Industrieterrein-Noord;0.18;0.60;0.14;0.09
Centrum Saneringsgebied;0.20;0.32;0.47;0.01
De Höfte;0.08;0.67;0.14;0.10
Kern Ommen - Rotbrink;0.16;0.76;0.00;0.08
Limmen Oost;0.08;0.65;0.17;0.10
Bruchterveld;0.00;0.93;0.00;0.06
Hellendoorn-Centrum;0.16;0.49;0.34;0.01
De Zuid Es;0.06;0.61;0.28;0.04
De Blokken;0.15;0.47;0.31;0.07
Munsel-Selissen;0.11;0.56;0.25;0.07
Noetsele II en III;0.05;0.72;0.21;0.02
Sprenkelaar;0.06;0.55;0.33;0.06
De Noord Es;0.07;0.58;0.34;0.00
Zeeheldenwijk;0.06;0.77;0.14;0.03
Wilhelminawijk;0.13;0.58;0.17;0.12
Nijverdal-Centrum;0.20;0.50;0.27;0.03
Prinsessenwijk;0.11;0.55;0.29;0.06
Noetsele I;0.06;0.59;0.30;0.05
Het Onderdijks;0.06;0.66;0.22;0.05
Polder Dronthen;0.00;0.88;0.00;0.12
De Brake;0.14;0.55;0.29;0.02
't Lochter;0.03;0.82;0.02;0.13
De Melm;0.00;0.88;0.00;0.11
Kampereiland;0.01;0.86;0.00;0.13
Mandjeswaard;0.00;0.93;0.00;0.06
Boersingel;0.02;0.89;0.01;0.08
Egede Elen en Rhaan;0.01;0.90;0.00;0.09
Hulsen;0.01;0.82;0.03;0.15
Hellendoorn;0.01;0.85;0.06;0.07
't Hexel;0.03;0.89;0.02;0.06
Kruidenwijk Noord;0.16;0.58;0.21;0.06
Kruidenwijk Zuid;0.08;0.64;0.15;0.13
Marle;0.00;0.89;0.00;0.11
Bedrijventerrein Timmersveld;0.03;0.83;0.07;0.07
Hommelbrink;0.08;0.64;0.18;0.10
Haarle;0.01;0.91;0.02;0.06
Daarle;0.01;0.91;0.00;0.08
Daalerveen;0.03;0.92;0.02;0.03
Hulsen dorp;0.10;0.45;0.37;0.08
Kruidenwijk Oost;0.15;0.60;0.23;0.01
Dorp Daarlerveen;0.09;0.66;0.25;0.00
Dorp Daarle;0.09;0.62;0.18;0.10
Industrieterrein Kampen;0.05;0.82;0.07;0.06
Binnenstad-Centrum;0.08;0.46;0.45;0.01
Losselanden;0.10;0.48;0.39;0.03
Bedrijvenpark Apeldoorn Noord;0.19;0.65;0.11;0.06
Bruninkshoek;0.08;0.62;0.19;0.11
Nieuwe Vaart;0.12;0.47;0.37;0.03
Klein Driene;0.13;0.45;0.42;0.00
De Hooilanden;0.05;0.62;0.28;0.04
Sleutelbloem;0.14;0.68;0.12;0.05
Binnenstad-West;0.12;0.46;0.37;0.05
IJsselmuiden-Centrum;0.10;0.52;0.37;0.01
Binnenstad-Oost;0.12;0.47;0.34;0.07
Hengelose Es-Noord;0.11;0.53;0.32;0.04
Tichelwerk;0.14;0.46;0.31;0.09
't Wilbert;0.13;0.47;0.33;0.07
Graaf;0.04;0.86;0.01;0.09
Elsbeek;0.09;0.52;0.34;0.05
Molenweg en omgeving;0.01;0.98;0.01;0.00
Uddel;0.07;0.75;0.10;0.08
De Noork;0.12;0.51;0.36;0.01
Trekvaart;0.09;0.65;0.17;0.09
Oosterholt;0.04;0.65;0.20;0.11
't Rot;0.09;0.57;0.27;0.07
Emmeloord-Espelervaart-Bergenbuurt;0.17;0.37;0.36;0.11
Bovenhoek;0.11;0.54;0.31;0.04
Nagele-woonkern;0.11;0.46;0.39;0.04
Kern Beerzerveld;0.15;0.54;0.22;0.09
Schothorsthoek;0.04;0.69;0.17;0.10
Bartelinkshoek;0.06;0.78;0.11;0.05
Buitenoord 3;0.15;0.44;0.32;0.09
Tijertshoek;0.07;0.53;0.28;0.12
Kern Ommen - Alteveer Voorzieningen;0.43;0.38;0.15;0.05
Beerta;0.03;0.90;0.01;0.06
Buurtschap Zeesse;NULL;NULL;NULL;NULL
Sogtoenhoek;0.14;0.51;0.28;0.06
Wilsum;0.04;0.76;0.20;0.00
Beatrixpark;0.09;0.47;0.38;0.06
Middelhoek;0.09;0.55;0.30;0.06
Zalk;0.09;0.71;0.20;0.00
Nieuw Heeten;0.11;0.71;0.11;0.07
Weijinkshoek;0.10;0.49;0.32;0.09
Oosterveld;0.00;0.78;0.07;0.15
Molendijkhoek;0.07;0.48;0.35;0.10
Glinde-Hooiland;0.11;0.55;0.33;0.02
Zwavertshoek;0.10;0.57;0.31;0.01
Beerta-Nieuwbouw;0.08;0.67;0.25;0.01
Bedrijventerrein Twentekanaal-Noord II;0.04;0.62;0.29;0.04
Beerta-Centrum-West;0.12;0.57;0.28;0.03
Laag Zuthem-Kern;0.04;0.75;0.19;0.01
Koekange Noord;0.03;0.91;0.05;0.01
Anninks-/Nijhofshoek;0.10;0.56;0.26;0.08
Kern Ommen - Havengebied;0.16;0.34;0.47;0.02
Emmeloord-de Zuidert;0.13;0.45;0.33;0.09
Groot Driene-Zuid;0.09;0.57;0.31;0.03
Boeldershoek;0.00;0.99;0.00;0.01
Nagele-bedrijventerrein;0.17;0.66;0.02;0.15
Nagele-landelijk gebied;0.03;0.83;0.02;0.13
Zuidbroek;0.08;0.64;0.22;0.07
Groot Driene-Noord;0.13;0.40;0.42;0.05
Bedrijventerrein Twentekanaal-Zuid II;0.13;0.63;0.09;0.14
Geerenland;0.00;1.00;0.00;0.00
Armhoef Noord-Oost;0.18;0.37;0.41;0.05
Berflo Es Noord;0.10;0.47;0.39;0.04
Ens-woonkern;0.09;0.51;0.36;0.04
Berflo Es Zuid;0.10;0.47;0.38;0.05
's-Heerenbroek;0.05;0.67;0.08;0.20
Veldwijk-Noord;0.11;0.57;0.26;0.06
Veldwijk-Zuid;0.17;0.46;0.31;0.06
Ens-bedrijventerrein;0.07;0.91;0.01;0.00
Ens-landelijk gebied;0.01;0.89;0.01;0.10
Bedrijventerrein Twentekanaal-Zuid I;0.15;0.75;0.05;0.05
Bedrijventerrein Twentekanaal-Noord I;0.23;0.68;0.08;0.00
Tuindorp 't Lansink;0.10;0.48;0.39;0.03
Berger Achthoven en omgeving;0.02;0.94;0.01;0.03
Verzetsliedenbuurt;0.09;0.47;0.37;0.07
Tuindorp-Zuid;0.11;0.48;0.36;0.05
Vikkerhoek;0.10;0.59;0.25;0.06
Bedrijventerrein Zeggershoek;0.08;0.74;0.08;0.11
Bedrijventerrein Westermaat-Zuidwest;0.16;0.65;0.03;0.17
Kern Ommen - Vlierlanden;0.05;0.79;0.12;0.04
Kern Ommen - Dante noord;0.08;0.61;0.23;0.08
Bedrijvenpark Westermaat-Zuidoost;0.11;0.72;0.05;0.11
Bedrijventerrein Westermaat-Noordoost;0.05;0.73;0.05;0.16
Staphorst plan-West;0.06;0.74;0.12;0.09
De Goede Hoop;0.17;0.39;0.40;0.04
Woolde;0.15;0.62;0.21;0.02
Noordoostelijke Buitenwijken;0.09;0.53;0.36;0.02
Woolder Es;0.07;0.57;0.33;0.04
Bant-woonkern;0.13;0.43;0.42;0.02
Kern Ommen - Dante zuid;0.10;0.60;0.26;0.04
Weidedorp;0.07;0.52;0.34;0.06
Glane-beekhoek;0.04;0.64;0.10;0.22
Enter-West;0.09;0.88;0.02;0.01
Bedrijventerrein Westermaat-Noordwest;0.19;0.70;0.03;0.07
Glane;0.00;0.82;0.04;0.14
Vossenbelt-Zuid;0.12;0.50;0.33;0.05
Roershoek;0.07;0.60;0.27;0.07
Lintelo-kern;0.02;0.84;0.07;0.07
Vossenbelt-Noord;0.06;0.53;0.37;0.04
Bovenbroek;0.06;0.57;0.28;0.09
Groot Goor;0.00;0.80;0.09;0.10
De Voorwaarts;0.22;0.49;0.20;0.09
Twekkelo;0.06;0.77;0.03;0.14
Kern Ommen - sportpark Westbroek;0.21;0.29;0.41;0.09
Kristenbos;0.11;0.78;0.00;0.11
Emmeloord-landelijk gebied;0.01;0.82;0.03;0.14
De Venen;0.07;0.60;0.16;0.16
Het Broek;0.03;0.75;0.18;0.04
Hagenbroek;0.11;0.52;0.33;0.05
Bedrijvenpark Ecofactorij;0.27;0.67;0.02;0.04
Dalmeden;0.06;0.84;0.05;0.05
Brunnepe;0.13;0.52;0.33;0.02
IJhorst;0.06;0.62;0.28;0.04
Beckum kern;0.07;0.74;0.10;0.10
Hanzewijk en Greente;0.14;0.53;0.28;0.05
Binnenstad Kampen;0.13;0.52;0.33;0.02
Slangenbeek;0.00;0.96;0.02;0.02
Flevowijk;0.14;0.52;0.33;0.01
Stationskwartier;0.02;0.86;0.09;0.03
Dr. Mr. W. van den Berghstichting;0.09;0.54;0.36;0.01
Stadspark Weusthag-Noord;0.05;0.81;0.09;0.05
De Meijbree;0.11;0.51;0.33;0.05
Overdinkel kern;0.09;0.55;0.35;0.01
Stadspark Weusthag-Zuid;0.13;0.51;0.25;0.12
Cellesbroek;0.10;0.47;0.36;0.07
Overdinkel;0.01;0.88;0.03;0.09
Bergermeer;0.07;0.56;0.32;0.05
Bedrijvenpark Oost;0.00;0.99;0.01;0.01
Driene;0.01;0.90;0.00;0.09
De Maten;0.05;0.47;0.37;0.12
Huurne I;0.00;0.95;0.03;0.02
Oele;0.00;0.94;0.01;0.04
Stationsplein;0.17;0.59;0.17;0.07
Woolde;0.00;0.96;0.00;0.03
Beckum;0.00;0.91;0.04;0.05
Kraggenburg-woonkern;0.12;0.48;0.36;0.03
Tubbergen-Dorp;0.09;0.59;0.28;0.04
De Waard;0.08;0.64;0.13;0.14
Staphorst streek-West;0.03;0.87;0.10;0.00
De Koekoek;0.01;0.79;0.00;0.19
Creil-woonkern;0.12;0.48;0.31;0.09
Sonnenberg;0.01;0.90;0.01;0.08
Espel-woonkern;0.14;0.51;0.35;0.01
Wilsum;0.03;0.91;0.00;0.05
Espel-bedrijventerrein;0.04;0.87;0.06;0.03
Zalk;0.03;0.93;0.02;0.02
Staphorst streek-Oost;0.01;0.88;0.10;0.01
Grafhorst;0.04;0.74;0.10;0.11
Bant-bedrijventerrein;0.08;0.87;0.05;0.00
polder Mastenbroek;0.00;0.78;0.00;0.22
Losser-West;0.07;0.57;0.31;0.05
Bedrijfsterrein Losser;0.07;0.81;0.07;0.05
Losser-Oost;0.09;0.54;0.35;0.01
Glane kern;0.09;0.64;0.24;0.03
De Lutte kern;0.10;0.56;0.28;0.06
De Lutte;0.02;0.86;0.04;0.08
Beuningen kern;0.08;0.60;0.31;0.02
Beuningen;0.01;0.94;0.03;0.03
Emmeloord-Centrum-Tussen Gracht en Vaart;0.17;0.47;0.30;0.06
Creil-bedrijventerrein;0.06;0.90;0.04;0.00
Emmeloord-Centrum-Bos en Gaard;0.08;0.57;0.32;0.04
Staphorst-Zuid;0.08;0.61;0.28;0.03
Huiswaard-2-West;0.14;0.41;0.35;0.10
Emmeloord-Centrum-Centrum West;0.17;0.35;0.35;0.13
Emmeloord-Revelsant-Zuid;0.12;0.44;0.32;0.12
Marknesse-bedrijventerrein;0.15;0.80;0.03;0.02
Emmeloord-Centrum-Centrum Oost;0.24;0.34;0.36;0.06
Emmeloord-Revelsant-Noord;0.17;0.46;0.37;0.01
Mander;0.02;0.84;0.06;0.08
Emmeloord-Espelervaart-Rivierenbuurt;0.16;0.41;0.35;0.08
Emmeloord-Waterland;0.17;0.59;0.25;0.00
Reutum kern;0.05;0.73;0.18;0.05
Schöneveld-Zuid;0.10;0.60;0.28;0.02
Marknesse-woonkern;0.12;0.48;0.33;0.06
Huiswaard-1-Zuid;0.10;0.43;0.40;0.07
Kern Kloosterdijk;0.10;0.78;0.11;0.01
Emmeloord-Emmelhage-Boswonen;0.13;0.48;0.33;0.07
Lankforst;0.12;0.43;0.35;0.10
Emmeloord-Espelervaart-Espelervaart West;0.13;0.39;0.35;0.13
De Stouwe;0.11;0.49;0.33;0.07
Emmeloord-de Erven;0.11;0.53;0.28;0.08
Binnenstad;0.12;0.51;0.35;0.03
Emmeloord-Emmelhage-Waterwonen/Polderwonen;0.06;0.81;0.06;0.07
Emmeloord-Bedrijventerrein de Munt;0.01;0.83;0.01;0.15
Schöneveld-Noord;0.09;0.50;0.34;0.08
Emmeloord-Bedrijventerrein Nagelerweg;0.06;0.82;0.02;0.10
Kraggenburg-bedrijventerrein;0.00;0.89;0.11;0.00
Muiderwaard;0.12;0.36;0.38;0.13
Tollebeek-woonkern;0.14;0.47;0.37;0.02
Lopik-Dorp;0.15;0.52;0.30;0.04
Bant-landelijk gebied;0.01;0.86;0.01;0.12
Luttelgeest-woonkern;0.12;0.48;0.36;0.04
Luttelgeest-landelijk gebied;0.06;0.80;0.00;0.14
Kraggenburg-bedrijventerrein;0.13;0.81;0.06;0.00
Kraggenburg-landelijk gebied;0.01;0.82;0.00;0.17
Botenbuurt;0.14;0.47;0.30;0.10
Marknesse-landelijk gebied;0.06;0.77;0.01;0.15
Espel-landelijk gebied;0.01;0.81;0.00;0.18
De Slagen;0.06;0.71;0.13;0.09
De Essen;0.07;0.58;0.27;0.08
Breezicht;0.06;0.70;0.06;0.18
Creil-landelijk gebied;0.01;0.78;0.00;0.22
Rutten-woonkern;0.13;0.37;0.44;0.05
Rutten-bedrijventerrein;0.02;0.98;0.00;0.00
Rutten-landelijk gebied;0.02;0.83;0.00;0.15
Biezenmortel;0.01;0.88;0.00;0.11
Aalanden-Zuid;0.09;0.65;0.20;0.07
Schokland-woonkern;0.09;0.37;0.16;0.39
Het Inslag-De Kleies;0.12;0.50;0.32;0.06
Staphorst-Noord;0.10;0.66;0.21;0.03
Stadsbroek;0.00;0.79;0.02;0.20
Haerbroek-Scholtenhoek;0.06;0.66;0.26;0.02
Zuid-Berghuizen;0.08;0.55;0.31;0.06
Hanzepoort;0.01;0.94;0.00;0.05
Eekte-Hazewinkel;0.07;0.84;0.01;0.08
Jufferbeek;0.00;0.91;0.02;0.07
Het Hulsbeek;0.09;0.75;0.12;0.04
Kern Ommen - Zuid - ten noorden v spoor;0.18;0.50;0.25;0.07
Langeveld;0.05;0.43;0.39;0.13
Holtenbroek IV;0.10;0.56;0.26;0.08
Kern Ommen - Industrieterrein;0.20;0.63;0.09;0.07
Kern Ommen - Alteveer Wonen 5-6;0.12;0.65;0.20;0.03
De Thij;0.12;0.49;0.33;0.06
Huiswaard-2-Oost;0.17;0.44;0.33;0.07
De Graven Es;0.06;0.57;0.31;0.06
Kern Ommen - Zeeheldenbuurt - Lodderholt;0.16;0.54;0.28;0.02
Buitengebied;0.08;0.68;0.13;0.11
Bekspring;0.03;0.76;0.02;0.18
Harbrinkhoek kern;0.14;0.60;0.18;0.08
Buurtschap Ommeres;0.01;0.87;0.04;0.08
De Staart;0.12;0.50;0.34;0.05
Kern Ommen - Laarakkers;0.12;0.46;0.38;0.03
Buurtschap Ommen ten zuiden van de Vecht;0.10;0.69;0.06;0.15
Rouveen kern;0.12;0.56;0.31;0.01
Dichterswijk;0.11;0.35;0.49;0.06
Buurtschap Junne;0.00;0.96;0.01;0.03
Buurtschap Eerde;0.01;0.88;0.03;0.08
Vasse kern;0.10;0.62;0.22;0.05
Buurtschap Besthmen;0.02;0.78;0.15;0.06
Urkerland;0.07;0.60;0.20;0.13
Buurtschap Varsen;0.02;0.94;0.01;0.03
De Top;0.11;0.47;0.40;0.02
Waarder;0.14;0.51;0.32;0.04
Buurtschap Ommerbos-Ommerkanaal;0.01;0.97;0.00;0.02
Buurtschap Emsland;0.02;0.90;0.00;0.09
Kern Ommen - Zuid - ten zuiden v spoor;0.09;0.74;0.08;0.10
Buurtschap Arrien;0.00;0.92;0.02;0.07
Buurtschap Ommerveld;0.00;0.92;0.00;0.07
Wipstrik-Noord;0.06;0.61;0.27;0.06
Holtenbroek I;0.16;0.44;0.35;0.05
Buurtschap Arrienveld;0.02;0.98;0.01;0.00
Buurtschap Beerze;0.04;0.88;0.02;0.07
Rivierenwijk;0.14;0.36;0.45;0.05
Hogewey Zuid;0.15;0.46;0.36;0.03
Buurtschap Vinkenbuurt;0.01;0.98;0.00;0.00
Buurtschap Beerzerveld;0.01;0.93;0.03;0.02
Westdorp;0.15;0.51;0.33;0.01
Schildersbuurt;0.17;0.38;0.41;0.04
Oudtburgh;0.21;0.59;0.19;0.01
De Horsten;0.20;0.45;0.29;0.06
Buurtschap Dalmsholte;0.02;0.91;0.05;0.03
Kern Witharen;0.04;0.41;0.45;0.10
De Olykampen;0.11;0.54;0.29;0.06
Hartkamp I;0.14;0.49;0.32;0.05
Klaphek;0.07;0.56;0.31;0.07
Nieuwland;0.15;0.47;0.31;0.07
De Burgen;0.14;0.46;0.32;0.07
Buurtschap Giethmen;0.00;0.95;0.01;0.04
Kern Lemele;0.12;0.72;0.15;0.01
Raalte Centrum;0.21;0.43;0.33;0.03
Buurtschap Archem;0.02;0.82;0.15;0.01
De Enk en industrieterrein-Noordoost;0.07;0.75;0.18;0.00
Blekkershoek;0.12;0.52;0.35;0.01
De Hofstee;0.10;0.59;0.29;0.02
Rijnhuizen;0.09;0.53;0.24;0.13
Buurtschap Stegeren;0.00;0.92;0.01;0.06
Rouveen Streek-Zuid;0.02;0.91;0.05;0.02
Verspreide huizen;0.06;0.71;0.08;0.15
De Steinen;0.11;0.46;0.35;0.08
Holtenbroek II;0.12;0.50;0.30;0.09
Buurtschap Ommerschans;0.01;0.91;0.02;0.06
Kruidenbuurt;0.11;0.61;0.22;0.05
Hoornerhage c.a.;0.06;0.73;0.12;0.09
Luttenberg II;0.02;0.89;0.09;0.00
Broekland-Kern;0.13;0.69;0.16;0.03
Aalanden-Midden;0.12;0.48;0.28;0.11
Buurtschap Stegerveld;0.01;0.89;0.01;0.09
Kern Vilsteren;0.06;0.69;0.16;0.09
Buurtschap Vilsteren;0.01;0.85;0.12;0.03
Broekland III;0.01;0.88;0.00;0.12
Centrum;0.10;0.38;0.45;0.06
Buurtschap Witharen;0.00;0.98;0.00;0.02
Langkamp II;0.13;0.41;0.43;0.03
Langkamp I;0.10;0.53;0.36;0.01
Mariënheem-Kern;0.10;0.69;0.19;0.02
buitengebied;0.01;0.87;0.04;0.08
Heeten-Kern;0.10;0.64;0.18;0.07
Leonardus;0.09;0.52;0.35;0.04
Heeten;0.00;0.89;0.03;0.08
Luttenberg-Kern;0.07;0.68;0.22;0.03
De Dalen;0.17;0.48;0.26;0.09
Bisschops- en Munnikenslag;0.00;0.99;0.00;0.01
Luttenberg I;0.00;0.96;0.01;0.03
Rouveen Streek-Noord;0.02;0.84;0.13;0.00
Oudorperpolder-Noord;0.22;0.50;0.28;0.01
Broekland I;0.00;0.91;0.00;0.09
Mariënheem I;0.01;0.90;0.05;0.04
Volendam-Rozettenbuurt;0.12;0.45;0.36;0.07
Hoenzadriel;0.00;0.98;0.01;0.00
Broekland II;0.01;0.96;0.00;0.03
Huurne II;0.00;0.94;0.00;0.06
Mariënheem II;0.00;0.97;0.00;0.02
Mariënheem III;0.00;0.99;0.00;0.01
Nieuw Heeten;0.00;0.95;0.00;0.05
Heino-West;0.08;0.64;0.27;0.02
Heidehoogten;0.01;0.95;0.00;0.04
Oldmaten;0.00;0.98;0.00;0.02
Lankhorst;NULL;NULL;NULL;NULL
Twentseweg en omgeving;0.00;1.00;0.00;0.00
Dedemsvaart;0.03;0.91;0.01;0.05
Alem;0.05;0.79;0.14;0.02
Veldhoek;0.00;0.94;0.01;0.05
Rozendaal;NULL;NULL;NULL;NULL
Woolthuis;0.00;0.92;0.06;0.01
Leyen;0.00;0.99;0.01;0.01
Laag Zuthem;0.00;0.77;0.16;0.06
Lierderholthuis-Kern;0.13;0.71;0.16;0.00
Lierderholthuis;0.01;0.82;0.13;0.04
Tubbergen;0.01;0.84;0.04;0.11
Albergen kern;0.10;0.62;0.20;0.08
Haarle;0.00;0.98;0.00;0.01
Industrieterrein II;0.04;0.95;0.00;0.01
Wierden-Centrum;0.19;0.49;0.32;0.01
